sequence,utc_time,elapsed_seconds,delta_seconds,port,type,channel_1_based,note,note_name,velocity,control,value,program_1_based,pitch,song,pos,sysex_hex,raw_bytes_hex,message
5073,2026-09-13T00:30:05.308+00:00,117.461194,0.015297,Chordcat 0,control_change,1,,,,11,75,,,,,,B0 0B 4B,control_change channel=0 control=11 value=75 time=0
5074,2026-09-13T00:30:05.322+00:00,117.476085,0.014891,Chordcat 0,control_change,1,,,,11,71,,,,,,B0 0B 47,control_change channel=0 control=11 value=71 time=0
5075,2026-09-13T00:30:05.338+00:00,117.491579,0.015494,Chordcat 0,control_change,1,,,,11,68,,,,,,B0 0B 44,control_change channel=0 control=11 value=68 time=0
5076,2026-09-13T00:30:05.352+00:00,117.505672,0.014093,Chordcat 0,control_change,1,,,,11,66,,,,,,B0 0B 42,control_change channel=0 control=11 value=66 time=0
5077,2026-09-13T00:30:05.367+00:00,117.520621,0.014949,Chordcat 0,control_change,1,,,,11,64,,,,,,B0 0B 40,control_change channel=0 control=11 value=64 time=0
5078,2026-09-13T00:30:05.382+00:00,117.535183,0.014562,Chordcat 0,control_change,1,,,,11,63,,,,,,B0 0B 3F,control_change channel=0 control=11 value=63 time=0
5079,2026-09-13T00:30:05.411+00:00,117.564649,0.029466,Chordcat 0,control_change,1,,,,11,127,,,,,,B0 0B 7F,control_change channel=0 control=11 value=127 time=0
5080,2026-09-13T00:30:05.441+00:00,117.594154,0.029506,Chordcat 0,note_on,2,44,G#2,100,,,,,,,,91 2C 64,note_on channel=1 note=44 velocity=100 time=0
5081,2026-09-13T00:30:05.441+00:00,117.594653,0.000499,Chordcat 0,note_on,2,54,F#3,100,,,,,,,,91 36 64,note_on channel=1 note=54 velocity=100 time=0
5082,2026-09-13T00:30:05.441+00:00,117.594947,0.000294,Chordcat 0,note_on,2,59,B3,100,,,,,,,,91 3B 64,note_on channel=1 note=59 velocity=100 time=0
5083,2026-09-13T00:30:05.442+00:00,117.595365,0.000417,Chordcat 0,note_on,2,61,C#4,100,,,,,,,,91 3D 64,note_on channel=1 note=61 velocity=100 time=0
5084,2026-09-13T00:30:05.442+00:00,117.595669,0.000305,Chordcat 0,note_on,2,66,F#4,100,,,,,,,,91 42 64,note_on channel=1 note=66 velocity=100 time=0
5085,2026-09-13T00:30:05.558+00:00,117.711291,0.115622,Chordcat 0,control_change,1,,,,11,121,,,,,,B0 0B 79,control_change channel=0 control=11 value=121 time=0
5086,2026-09-13T00:30:05.573+00:00,117.726481,0.01519,Chordcat 0,control_change,1,,,,11,112,,,,,,B0 0B 70,control_change channel=0 control=11 value=112 time=0
5087,2026-09-13T00:30:05.587+00:00,117.74096,0.014479,Chordcat 0,control_change,1,,,,11,104,,,,,,B0 0B 68,control_change channel=0 control=11 value=104 time=0
5088,2026-09-13T00:30:05.601+00:00,117.755074,0.014114,Chordcat 0,control_change,1,,,,11,97,,,,,,B0 0B 61,control_change channel=0 control=11 value=97 time=0
5089,2026-09-13T00:30:05.617+00:00,117.770234,0.01516,Chordcat 0,control_change,1,,,,11,90,,,,,,B0 0B 5A,control_change channel=0 control=11 value=90 time=0
5090,2026-09-13T00:30:05.631+00:00,117.785105,0.014871,Chordcat 0,control_change,1,,,,11,84,,,,,,B0 0B 54,control_change channel=0 control=11 value=84 time=0
5091,2026-09-13T00:30:05.646+00:00,117.800177,0.015073,Chordcat 0,control_change,1,,,,11,79,,,,,,B0 0B 4F,control_change channel=0 control=11 value=79 time=0
5092,2026-09-13T00:30:05.661+00:00,117.814314,0.014137,Chordcat 0,control_change,1,,,,11,75,,,,,,B0 0B 4B,control_change channel=0 control=11 value=75 time=0
5093,2026-09-13T00:30:05.676+00:00,117.829591,0.015276,Chordcat 0,control_change,1,,,,11,71,,,,,,B0 0B 47,control_change channel=0 control=11 value=71 time=0
5094,2026-09-13T00:30:05.691+00:00,117.844265,0.014675,Chordcat 0,control_change,1,,,,11,68,,,,,,B0 0B 44,control_change channel=0 control=11 value=68 time=0
5095,2026-09-13T00:30:05.705+00:00,117.858687,0.014422,Chordcat 0,control_change,1,,,,11,66,,,,,,B0 0B 42,control_change channel=0 control=11 value=66 time=0
5096,2026-09-13T00:30:05.708+00:00,117.861111,0.002425,Chordcat 0,note_on,2,44,G#2,0,,,,,,,,91 2C 00,note_on channel=1 note=44 velocity=0 time=0
5097,2026-09-13T00:30:05.708+00:00,117.861487,0.000375,Chordcat 0,note_on,2,54,F#3,0,,,,,,,,91 36 00,note_on channel=1 note=54 velocity=0 time=0
5098,2026-09-13T00:30:05.708+00:00,117.861825,0.000338,Chordcat 0,note_on,2,59,B3,0,,,,,,,,91 3B 00,note_on channel=1 note=59 velocity=0 time=0
5099,2026-09-13T00:30:05.708+00:00,117.862104,0.000279,Chordcat 0,note_on,2,61,C#4,0,,,,,,,,91 3D 00,note_on channel=1 note=61 velocity=0 time=0
5100,2026-09-13T00:30:05.708+00:00,117.862359,0.000254,Chordcat 0,note_on,2,66,F#4,0,,,,,,,,91 42 00,note_on channel=1 note=66 velocity=0 time=0
5101,2026-09-13T00:30:05.720+00:00,117.873389,0.011031,Chordcat 0,control_change,1,,,,11,64,,,,,,B0 0B 40,control_change channel=0 control=11 value=64 time=0
5102,2026-09-13T00:30:05.735+00:00,117.888534,0.015144,Chordcat 0,control_change,1,,,,11,63,,,,,,B0 0B 3F,control_change channel=0 control=11 value=63 time=0
5103,2026-09-13T00:30:05.764+00:00,117.918017,0.029483,Chordcat 0,control_change,1,,,,11,127,,,,,,B0 0B 7F,control_change channel=0 control=11 value=127 time=0
5104,2026-09-13T00:30:05.911+00:00,118.064443,0.146426,Chordcat 0,control_change,1,,,,11,121,,,,,,B0 0B 79,control_change channel=0 control=11 value=121 time=0
5105,2026-09-13T00:30:05.927+00:00,118.080288,0.015845,Chordcat 0,control_change,1,,,,11,112,,,,,,B0 0B 70,control_change channel=0 control=11 value=112 time=0
5106,2026-09-13T00:30:05.941+00:00,118.094818,0.01453,Chordcat 0,control_change,1,,,,11,104,,,,,,B0 0B 68,control_change channel=0 control=11 value=104 time=0
5107,2026-09-13T00:30:05.955+00:00,118.108264,0.013446,Chordcat 0,control_change,1,,,,11,97,,,,,,B0 0B 61,control_change channel=0 control=11 value=97 time=0
5108,2026-09-13T00:30:05.970+00:00,118.123301,0.015038,Chordcat 0,control_change,1,,,,11,90,,,,,,B0 0B 5A,control_change channel=0 control=11 value=90 time=0
5109,2026-09-13T00:30:05.985+00:00,118.138256,0.014955,Chordcat 0,control_change,1,,,,11,84,,,,,,B0 0B 54,control_change channel=0 control=11 value=84 time=0
5110,2026-09-13T00:30:05.999+00:00,118.152941,0.014685,Chordcat 0,control_change,1,,,,11,79,,,,,,B0 0B 4F,control_change channel=0 control=11 value=79 time=0
5111,2026-09-13T00:30:06.014+00:00,118.167406,0.014465,Chordcat 0,control_change,1,,,,11,75,,,,,,B0 0B 4B,control_change channel=0 control=11 value=75 time=0
5112,2026-09-13T00:30:06.024+00:00,118.177297,0.009891,Chordcat 0,note_on,2,44,G#2,100,,,,,,,,91 2C 64,note_on channel=1 note=44 velocity=100 time=0
5113,2026-09-13T00:30:06.024+00:00,118.177864,0.000567,Chordcat 0,note_on,2,60,C4,100,,,,,,,,91 3C 64,note_on channel=1 note=60 velocity=100 time=0
5114,2026-09-13T00:30:06.025+00:00,118.1782,0.000335,Chordcat 0,note_on,2,63,D#4,100,,,,,,,,91 3F 64,note_on channel=1 note=63 velocity=100 time=0
5115,2026-09-13T00:30:06.025+00:00,118.178506,0.000307,Chordcat 0,note_on,2,67,G4,100,,,,,,,,91 43 64,note_on channel=1 note=67 velocity=100 time=0
5116,2026-09-13T00:30:06.025+00:00,118.17877,0.000264,Chordcat 0,note_on,2,70,A#4,100,,,,,,,,91 46 64,note_on channel=1 note=70 velocity=100 time=0
5117,2026-09-13T00:30:06.029+00:00,118.182915,0.004145,Chordcat 0,control_change,1,,,,11,71,,,,,,B0 0B 47,control_change channel=0 control=11 value=71 time=0
5118,2026-09-13T00:30:06.043+00:00,118.19692,0.014005,Chordcat 0,control_change,1,,,,11,68,,,,,,B0 0B 44,control_change channel=0 control=11 value=68 time=0
5119,2026-09-13T00:30:06.057+00:00,118.211006,0.014086,Chordcat 0,control_change,1,,,,11,66,,,,,,B0 0B 42,control_change channel=0 control=11 value=66 time=0
5120,2026-09-13T00:30:06.073+00:00,118.22612,0.015113,Chordcat 0,control_change,1,,,,11,64,,,,,,B0 0B 40,control_change channel=0 control=11 value=64 time=0
5121,2026-09-13T00:30:06.088+00:00,118.241343,0.015223,Chordcat 0,control_change,1,,,,11,63,,,,,,B0 0B 3F,control_change channel=0 control=11 value=63 time=0
5122,2026-09-13T00:30:06.117+00:00,118.270575,0.029232,Chordcat 0,control_change,1,,,,11,127,,,,,,B0 0B 7F,control_change channel=0 control=11 value=127 time=0
5123,2026-09-13T00:30:06.264+00:00,118.417727,0.147152,Chordcat 0,control_change,1,,,,11,121,,,,,,B0 0B 79,control_change channel=0 control=11 value=121 time=0
5124,2026-09-13T00:30:06.279+00:00,118.433023,0.015296,Chordcat 0,control_change,1,,,,11,112,,,,,,B0 0B 70,control_change channel=0 control=11 value=112 time=0
5125,2026-09-13T00:30:06.294+00:00,118.447182,0.014159,Chordcat 0,control_change,1,,,,11,104,,,,,,B0 0B 68,control_change channel=0 control=11 value=104 time=0
5126,2026-09-13T00:30:06.300+00:00,118.453436,0.006254,Chordcat 0,note_on,2,44,G#2,0,,,,,,,,91 2C 00,note_on channel=1 note=44 velocity=0 time=0
5127,2026-09-13T00:30:06.300+00:00,118.453818,0.000382,Chordcat 0,note_on,2,60,C4,0,,,,,,,,91 3C 00,note_on channel=1 note=60 velocity=0 time=0
5128,2026-09-13T00:30:06.300+00:00,118.454158,0.00034,Chordcat 0,note_on,2,63,D#4,0,,,,,,,,91 3F 00,note_on channel=1 note=63 velocity=0 time=0
5129,2026-09-13T00:30:06.301+00:00,118.454402,0.000243,Chordcat 0,note_on,2,67,G4,0,,,,,,,,91 43 00,note_on channel=1 note=67 velocity=0 time=0
5130,2026-09-13T00:30:06.301+00:00,118.454634,0.000233,Chordcat 0,note_on,2,70,A#4,0,,,,,,,,91 46 00,note_on channel=1 note=70 velocity=0 time=0
5131,2026-09-13T00:30:06.308+00:00,118.46189,0.007256,Chordcat 0,control_change,1,,,,11,97,,,,,,B0 0B 61,control_change channel=0 control=11 value=97 time=0
5132,2026-09-13T00:30:06.323+00:00,118.477003,0.015113,Chordcat 0,control_change,1,,,,11,90,,,,,,B0 0B 5A,control_change channel=0 control=11 value=90 time=0
5133,2026-09-13T00:30:06.338+00:00,118.49179,0.014787,Chordcat 0,control_change,1,,,,11,84,,,,,,B0 0B 54,control_change channel=0 control=11 value=84 time=0
5134,2026-09-13T00:30:06.352+00:00,118.505228,0.013438,Chordcat 0,control_change,1,,,,11,79,,,,,,B0 0B 4F,control_change channel=0 control=11 value=79 time=0
5135,2026-09-13T00:30:06.367+00:00,118.520965,0.015737,Chordcat 0,control_change,1,,,,11,75,,,,,,B0 0B 4B,control_change channel=0 control=11 value=75 time=0
5136,2026-09-13T00:30:06.382+00:00,118.535248,0.014282,Chordcat 0,control_change,1,,,,11,71,,,,,,B0 0B 47,control_change channel=0 control=11 value=71 time=0
5137,2026-09-13T00:30:06.397+00:00,118.550897,0.015649,Chordcat 0,control_change,1,,,,11,68,,,,,,B0 0B 44,control_change channel=0 control=11 value=68 time=0
5138,2026-09-13T00:30:06.411+00:00,118.564957,0.01406,Chordcat 0,control_change,1,,,,11,66,,,,,,B0 0B 42,control_change channel=0 control=11 value=66 time=0
5139,2026-09-13T00:30:06.425+00:00,118.579087,0.01413,Chordcat 0,control_change,1,,,,11,64,,,,,,B0 0B 40,control_change channel=0 control=11 value=64 time=0
5140,2026-09-13T00:30:06.441+00:00,118.594579,0.015491,Chordcat 0,control_change,1,,,,11,63,,,,,,B0 0B 3F,control_change channel=0 control=11 value=63 time=0
5141,2026-09-13T00:30:06.470+00:00,118.623325,0.028746,Chordcat 0,control_change,1,,,,11,127,,,,,,B0 0B 7F,control_change channel=0 control=11 value=127 time=0
5142,2026-09-13T00:30:06.617+00:00,118.770371,0.147046,Chordcat 0,control_change,1,,,,11,121,,,,,,B0 0B 79,control_change channel=0 control=11 value=121 time=0
5143,2026-09-13T00:30:06.629+00:00,118.782908,0.012537,Chordcat 0,note_on,2,45,A2,100,,,,,,,,91 2D 64,note_on channel=1 note=45 velocity=100 time=0
5144,2026-09-13T00:30:06.629+00:00,118.783281,0.000373,Chordcat 0,note_on,2,55,G3,100,,,,,,,,91 37 64,note_on channel=1 note=55 velocity=100 time=0
5145,2026-09-13T00:30:06.629+00:00,118.783604,0.000323,Chordcat 0,note_on,2,59,B3,100,,,,,,,,91 3B 64,note_on channel=1 note=59 velocity=100 time=0
5146,2026-09-13T00:30:06.629+00:00,118.783994,0.000391,Chordcat 0,note_on,2,61,C#4,100,,,,,,,,91 3D 64,note_on channel=1 note=61 velocity=100 time=0
5147,2026-09-13T00:30:06.629+00:00,118.784306,0.000311,Chordcat 0,note_on,2,66,F#4,100,,,,,,,,91 42 64,note_on channel=1 note=66 velocity=100 time=0
5148,2026-09-13T00:30:06.632+00:00,118.78592,0.001615,Chordcat 0,control_change,1,,,,11,112,,,,,,B0 0B 70,control_change channel=0 control=11 value=112 time=0
5149,2026-09-13T00:30:06.647+00:00,118.800892,0.014971,Chordcat 0,control_change,1,,,,11,104,,,,,,B0 0B 68,control_change channel=0 control=11 value=104 time=0
5150,2026-09-13T00:30:06.662+00:00,118.815474,0.014582,Chordcat 0,control_change,1,,,,11,96,,,,,,B0 0B 60,control_change channel=0 control=11 value=96 time=0
5151,2026-09-13T00:30:06.676+00:00,118.829768,0.014294,Chordcat 0,control_change,1,,,,11,90,,,,,,B0 0B 5A,control_change channel=0 control=11 value=90 time=0
5152,2026-09-13T00:30:06.691+00:00,118.844277,0.014509,Chordcat 0,control_change,1,,,,11,84,,,,,,B0 0B 54,control_change channel=0 control=11 value=84 time=0
5153,2026-09-13T00:30:06.706+00:00,118.859379,0.015102,Chordcat 0,control_change,1,,,,11,79,,,,,,B0 0B 4F,control_change channel=0 control=11 value=79 time=0
5154,2026-09-13T00:30:06.719+00:00,118.872901,0.013522,Chordcat 0,control_change,1,,,,11,75,,,,,,B0 0B 4B,control_change channel=0 control=11 value=75 time=0
5155,2026-09-13T00:30:06.735+00:00,118.888325,0.015424,Chordcat 0,control_change,1,,,,11,71,,,,,,B0 0B 47,control_change channel=0 control=11 value=71 time=0
5156,2026-09-13T00:30:06.750+00:00,118.90404,0.015715,Chordcat 0,control_change,1,,,,11,68,,,,,,B0 0B 44,control_change channel=0 control=11 value=68 time=0
5157,2026-09-13T00:30:06.764+00:00,118.917864,0.013824,Chordcat 0,control_change,1,,,,11,66,,,,,,B0 0B 42,control_change channel=0 control=11 value=66 time=0
5158,2026-09-13T00:30:06.779+00:00,118.932342,0.014478,Chordcat 0,control_change,1,,,,11,64,,,,,,B0 0B 40,control_change channel=0 control=11 value=64 time=0
5159,2026-09-13T00:30:06.794+00:00,118.948119,0.015778,Chordcat 0,control_change,1,,,,11,63,,,,,,B0 0B 3F,control_change channel=0 control=11 value=63 time=0
5160,2026-09-13T00:30:06.822+00:00,118.976087,0.027968,Chordcat 0,control_change,1,,,,11,127,,,,,,B0 0B 7F,control_change channel=0 control=11 value=127 time=0
5161,2026-09-13T00:30:06.853+00:00,119.006781,0.030694,Chordcat 0,note_on,2,45,A2,0,,,,,,,,91 2D 00,note_on channel=1 note=45 velocity=0 time=0
5162,2026-09-13T00:30:06.854+00:00,119.007219,0.000438,Chordcat 0,note_on,2,55,G3,0,,,,,,,,91 37 00,note_on channel=1 note=55 velocity=0 time=0
5163,2026-09-13T00:30:06.854+00:00,119.00758,0.000361,Chordcat 0,note_on,2,59,B3,0,,,,,,,,91 3B 00,note_on channel=1 note=59 velocity=0 time=0
5164,2026-09-13T00:30:06.854+00:00,119.007978,0.000398,Chordcat 0,note_on,2,61,C#4,0,,,,,,,,91 3D 00,note_on channel=1 note=61 velocity=0 time=0
5165,2026-09-13T00:30:06.855+00:00,119.008381,0.000403,Chordcat 0,note_on,2,66,F#4,0,,,,,,,,91 42 00,note_on channel=1 note=66 velocity=0 time=0
5166,2026-09-13T00:30:06.970+00:00,119.1235,0.115119,Chordcat 0,control_change,1,,,,11,121,,,,,,B0 0B 79,control_change channel=0 control=11 value=121 time=0
5167,2026-09-13T00:30:06.985+00:00,119.138457,0.014957,Chordcat 0,control_change,1,,,,11,112,,,,,,B0 0B 70,control_change channel=0 control=11 value=112 time=0
5168,2026-09-13T00:30:07.000+00:00,119.153256,0.014799,Chordcat 0,control_change,1,,,,11,104,,,,,,B0 0B 68,control_change channel=0 control=11 value=104 time=0
5169,2026-09-13T00:30:07.014+00:00,119.167445,0.014189,Chordcat 0,control_change,1,,,,11,97,,,,,,B0 0B 61,control_change channel=0 control=11 value=97 time=0
5170,2026-09-13T00:30:07.029+00:00,119.182396,0.014951,Chordcat 0,control_change,1,,,,11,90,,,,,,B0 0B 5A,control_change channel=0 control=11 value=90 time=0
5171,2026-09-13T00:30:07.044+00:00,119.197763,0.015368,Chordcat 0,control_change,1,,,,11,84,,,,,,B0 0B 54,control_change channel=0 control=11 value=84 time=0
5172,2026-09-13T00:30:07.058+00:00,119.212091,0.014328,Chordcat 0,control_change,1,,,,11,79,,,,,,B0 0B 4F,control_change channel=0 control=11 value=79 time=0
5173,2026-09-13T00:30:07.073+00:00,119.226231,0.01414,Chordcat 0,control_change,1,,,,11,75,,,,,,B0 0B 4B,control_change channel=0 control=11 value=75 time=0
5174,2026-09-13T00:30:07.088+00:00,119.241908,0.015677,Chordcat 0,control_change,1,,,,11,71,,,,,,B0 0B 47,control_change channel=0 control=11 value=71 time=0
5175,2026-09-13T00:30:07.103+00:00,119.256896,0.014988,Chordcat 0,control_change,1,,,,11,68,,,,,,B0 0B 44,control_change channel=0 control=11 value=68 time=0
5176,2026-09-13T00:30:07.116+00:00,119.270147,0.01325,Chordcat 0,control_change,1,,,,11,66,,,,,,B0 0B 42,control_change channel=0 control=11 value=66 time=0
5177,2026-09-13T00:30:07.132+00:00,119.285259,0.015113,Chordcat 0,control_change,1,,,,11,64,,,,,,B0 0B 40,control_change channel=0 control=11 value=64 time=0
5178,2026-09-13T00:30:07.147+00:00,119.300983,0.015724,Chordcat 0,control_change,1,,,,11,63,,,,,,B0 0B 3F,control_change channel=0 control=11 value=63 time=0
5179,2026-09-13T00:30:07.176+00:00,119.329133,0.02815,Chordcat 0,control_change,1,,,,11,127,,,,,,B0 0B 7F,control_change channel=0 control=11 value=127 time=0
5180,2026-09-13T00:30:07.207+00:00,119.360935,0.031802,Chordcat 0,note_on,2,45,A2,100,,,,,,,,91 2D 64,note_on channel=1 note=45 velocity=100 time=0
5181,2026-09-13T00:30:07.208+00:00,119.361572,0.000637,Chordcat 0,note_on,2,55,G3,100,,,,,,,,91 37 64,note_on channel=1 note=55 velocity=100 time=0
5182,2026-09-13T00:30:07.208+00:00,119.362049,0.000477,Chordcat 0,note_on,2,59,B3,100,,,,,,,,91 3B 64,note_on channel=1 note=59 velocity=100 time=0
5183,2026-09-13T00:30:07.208+00:00,119.362399,0.00035,Chordcat 0,note_on,2,62,D4,100,,,,,,,,91 3E 64,note_on channel=1 note=62 velocity=100 time=0
5184,2026-09-13T00:30:07.208+00:00,119.362708,0.000309,Chordcat 0,note_on,2,66,F#4,100,,,,,,,,91 42 64,note_on channel=1 note=66 velocity=100 time=0
5185,2026-09-13T00:30:07.322+00:00,119.475987,0.113279,Chordcat 0,control_change,1,,,,11,121,,,,,,B0 0B 79,control_change channel=0 control=11 value=121 time=0
5186,2026-09-13T00:30:07.338+00:00,119.491771,0.015784,Chordcat 0,control_change,1,,,,11,112,,,,,,B0 0B 70,control_change channel=0 control=11 value=112 time=0
5187,2026-09-13T00:30:07.352+00:00,119.50587,0.014098,Chordcat 0,control_change,1,,,,11,104,,,,,,B0 0B 68,control_change channel=0 control=11 value=104 time=0
5188,2026-09-13T00:30:07.368+00:00,119.521504,0.015634,Chordcat 0,control_change,1,,,,11,97,,,,,,B0 0B 61,control_change channel=0 control=11 value=97 time=0
5189,2026-09-13T00:30:07.382+00:00,119.535778,0.014274,Chordcat 0,control_change,1,,,,11,90,,,,,,B0 0B 5A,control_change channel=0 control=11 value=90 time=0
5190,2026-09-13T00:30:07.398+00:00,119.551145,0.015368,Chordcat 0,control_change,1,,,,11,84,,,,,,B0 0B 54,control_change channel=0 control=11 value=84 time=0
5191,2026-09-13T00:30:07.412+00:00,119.565933,0.014788,Chordcat 0,control_change,1,,,,11,79,,,,,,B0 0B 4F,control_change channel=0 control=11 value=79 time=0
5192,2026-09-13T00:30:07.426+00:00,119.580088,0.014155,Chordcat 0,control_change,1,,,,11,75,,,,,,B0 0B 4B,control_change channel=0 control=11 value=75 time=0
5193,2026-09-13T00:30:07.441+00:00,119.594668,0.01458,Chordcat 0,control_change,1,,,,11,71,,,,,,B0 0B 47,control_change channel=0 control=11 value=71 time=0
5194,2026-09-13T00:30:07.448+00:00,119.601905,0.007237,Chordcat 0,note_on,2,45,A2,0,,,,,,,,91 2D 00,note_on channel=1 note=45 velocity=0 time=0
5195,2026-09-13T00:30:07.448+00:00,119.602348,0.000443,Chordcat 0,note_on,2,55,G3,0,,,,,,,,91 37 00,note_on channel=1 note=55 velocity=0 time=0
5196,2026-09-13T00:30:07.448+00:00,119.602659,0.000311,Chordcat 0,note_on,2,59,B3,0,,,,,,,,91 3B 00,note_on channel=1 note=59 velocity=0 time=0
5197,2026-09-13T00:30:07.449+00:00,119.60287,0.000211,Chordcat 0,note_on,2,62,D4,0,,,,,,,,91 3E 00,note_on channel=1 note=62 velocity=0 time=0
5198,2026-09-13T00:30:07.449+00:00,119.603077,0.000207,Chordcat 0,note_on,2,66,F#4,0,,,,,,,,91 42 00,note_on channel=1 note=66 velocity=0 time=0
5199,2026-09-13T00:30:07.455+00:00,119.609075,0.005998,Chordcat 0,control_change,1,,,,11,68,,,,,,B0 0B 44,control_change channel=0 control=11 value=68 time=0
5200,2026-09-13T00:30:07.471+00:00,119.624565,0.01549,Chordcat 0,control_change,1,,,,11,66,,,,,,B0 0B 42,control_change channel=0 control=11 value=66 time=0
5201,2026-09-13T00:30:07.485+00:00,119.638358,0.013793,Chordcat 0,control_change,1,,,,11,64,,,,,,B0 0B 40,control_change channel=0 control=11 value=64 time=0
5202,2026-09-13T00:30:07.499+00:00,119.653006,0.014648,Chordcat 0,control_change,1,,,,11,63,,,,,,B0 0B 3F,control_change channel=0 control=11 value=63 time=0
5203,2026-09-13T00:30:07.528+00:00,119.681944,0.028938,Chordcat 0,control_change,1,,,,11,127,,,,,,B0 0B 7F,control_change channel=0 control=11 value=127 time=0
5204,2026-09-13T00:30:07.677+00:00,119.830393,0.14845,Chordcat 0,control_change,1,,,,11,120,,,,,,B0 0B 78,control_change channel=0 control=11 value=120 time=0
